	subject	activity	measure	value
424	4	STANDING	tBodyAcc-mean()-Z	-0.096157491
425	5	STANDING	tBodyAcc-mean()-Z	-0.102171096
426	6	STANDING	tBodyAcc-mean()-Z	-0.112172832
427	7	STANDING	tBodyAcc-mean()-Z	-0.09977783
428	8	STANDING	tBodyAcc-mean()-Z	-0.106114997
429	9	STANDING	tBodyAcc-mean()-Z	-0.095274748
430	10	STANDING	tBodyAcc-mean()-Z	-0.107964084
431	11	STANDING	tBodyAcc-mean()-Z	-0.10868663
432	12	STANDING	tBodyAcc-mean()-Z	-0.105527
433	13	STANDING	tBodyAcc-mean()-Z	-0.112124138
434	14	STANDING	tBodyAcc-mean()-Z	-0.103817702
435	15	STANDING	tBodyAcc-mean()-Z	-0.105910833
436	16	STANDING	tBodyAcc-mean()-Z	-0.103657729
437	17	STANDING	tBodyAcc-mean()-Z	-0.111432146
438	18	STANDING	tBodyAcc-mean()-Z	-0.108453356
439	19	STANDING	tBodyAcc-mean()-Z	-0.109041905
440	20	STANDING	tBodyAcc-mean()-Z	-0.10040276
441	21	STANDING	tBodyAcc-mean()-Z	-0.110417856
442	22	STANDING	tBodyAcc-mean()-Z	-0.104967424
443	23	STANDING	tBodyAcc-mean()-Z	-0.110597018
444	24	STANDING	tBodyAcc-mean()-Z	-0.108222554
445	25	STANDING	tBodyAcc-mean()-Z	-0.107352958
446	26	STANDING	tBodyAcc-mean()-Z	-0.110237796
447	27	STANDING	tBodyAcc-mean()-Z	-0.107835818
448	28	STANDING	tBodyAcc-mean()-Z	-0.106579385
449	29	STANDING	tBodyAcc-mean()-Z	-0.108659067
450	30	STANDING	tBodyAcc-mean()-Z	-0.10875621
451	1	WALKING	tBodyAcc-mean()-Z	-0.111148104
452	2	WALKING	tBodyAcc-mean()-Z	-0.105500358
453	3	WALKING	tBodyAcc-mean()-Z	-0.11267486
454	4	WALKING	tBodyAcc-mean()-Z	-0.111403065
455	5	WALKING	tBodyAcc-mean()-Z	-0.107741776
456	6	WALKING	tBodyAcc-mean()-Z	-0.110303166
457	7	WALKING	tBodyAcc-mean()-Z	-0.110912235
458	8	WALKING	tBodyAcc-mean()-Z	-0.107252091
459	9	WALKING	tBodyAcc-mean()-Z	-0.110820512
460	10	WALKING	tBodyAcc-mean()-Z	-0.109057512
461	11	WALKING	tBodyAcc-mean()-Z	-0.106096304
462	12	WALKING	tBodyAcc-mean()-Z	-0.103161106
463	13	WALKING	tBodyAcc-mean()-Z	-0.111431456
464	14	WALKING	tBodyAcc-mean()-Z	-0.106756369
465	15	WALKING	tBodyAcc-mean()-Z	-0.10762182
466	16	WALKING	tBodyAcc-mean()-Z	-0.10880405
467	17	WALKING	tBodyAcc-mean()-Z	-0.109792122
468	18	WALKING	tBodyAcc-mean()-Z	-0.104218315
469	19	WALKING	tBodyAcc-mean()-Z	-0.122736673
470	20	WALKING	tBodyAcc-mean()-Z	-0.113539477
471	21	WALKING	tBodyAcc-mean()-Z	-0.104319332
472	22	WALKING	tBodyAcc-mean()-Z	-0.107112511
473	23	WALKING	tBodyAcc-mean()-Z	-0.113382994
474	24	WALKING	tBodyAcc-mean()-Z	-0.110595953
475	25	WALKING	tBodyAcc-mean()-Z	-0.108737636
476	26	WALKING	tBodyAcc-mean()-Z	-0.108927011
477	27	WALKING	tBodyAcc-mean()-Z	-0.112822289
478	28	WALKING	tBodyAcc-mean()-Z	-0.103714705
479	29	WALKING	tBodyAcc-mean()-Z	-0.106632427
480	30	WALKING	tBodyAcc-mean()-Z	-0.098624707
481	1	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.107566191
482	2	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.116812942
483	3	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.116139843
484	4	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.106777525
485	5	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.100319931
486	6	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.107209356
487	7	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.096938309
488	8	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.107598135
489	9	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.091027879
490	10	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.110848597
491	11	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.11107015
492	12	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.109555932
493	13	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.101993942
494	14	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.092833017
495	15	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.110526066
496	16	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.119873705
497	17	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.089243275
498	18	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.103390809
499	19	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.133695241
500	20	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.104602926
501	21	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.098168662
502	22	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.10741578
503	23	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.098812371
504	24	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.10481882
505	25	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.107192377
506	26	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.106439619
507	27	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.112837695
508	28	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.108588974
509	29	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.098133998
510	30	WALKING_DOWNSTAIRS	tBodyAcc-mean()-Z	-0.099978142
511	1	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.097302002
512	2	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.1525139
513	3	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.110064863
514	4	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.114219456
515	5	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.107471454
516	6	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.122082439
517	7	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.143769689
518	8	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.11512212
519	9	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.125219004
520	10	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.118180421
521	11	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.106797216
522	12	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.10733973
523	13	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.125767266
524	14	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.112279689
525	15	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.116952465
526	16	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.124074518
527	17	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.121290442
528	18	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.112655891
529	19	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.151054608
530	20	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.121023948
531	21	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.125414265
532	22	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.117550862
533	23	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.126890617
534	24	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.114248611
535	25	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.12621044
536	26	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.121943461
537	27	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.123530438
538	28	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.121514026
539	29	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.118000588
540	30	WALKING_UPSTAIRS	tBodyAcc-mean()-Z	-0.124697494
541	1	LAYING	tGravityAcc-mean()-X	-0.248881798
542	2	LAYING	tGravityAcc-mean()-X	-0.509754238
543	3	LAYING	tGravityAcc-mean()-X	-0.241758478
544	4	LAYING	tGravityAcc-mean()-X	-0.420664662
545	5	LAYING	tGravityAcc-mean()-X	-0.483470598
546	6	LAYING	tGravityAcc-mean()-X	-0.476709879
547	7	LAYING	tGravityAcc-mean()-X	-0.502814251
548	8	LAYING	tGravityAcc-mean()-X	-0.405930036
549	9	LAYING	tGravityAcc-mean()-X	-0.580252835
550	10	LAYING	tGravityAcc-mean()-X	-0.453069738
551	11	LAYING	tGravityAcc-mean()-X	-0.134832031
552	12	LAYING	tGravityAcc-mean()-X	-0.378592065
553	13	LAYING	tGravityAcc-mean()-X	-0.156852206
554	14	LAYING	tGravityAcc-mean()-X	-0.145483632
555	15	LAYING	tGravityAcc-mean()-X	-0.171993055
556	16	LAYING	tGravityAcc-mean()-X	-0.206783742
557	17	LAYING	tGravityAcc-mean()-X	-0.19913309
558	18	LAYING	tGravityAcc-mean()-X	-0.220600509
559	19	LAYING	tGravityAcc-mean()-X	-0.680043155
560	20	LAYING	tGravityAcc-mean()-X	-0.472431416
561	21	LAYING	tGravityAcc-mean()-X	-0.174349175
562	22	LAYING	tGravityAcc-mean()-X	-0.418494577
563	23	LAYING	tGravityAcc-mean()-X	-0.391564963
564	24	LAYING	tGravityAcc-mean()-X	-0.359292534
565	25	LAYING	tGravityAcc-mean()-X	-0.461102531
566	26	LAYING	tGravityAcc-mean()-X	-0.621309715
567	27	LAYING	tGravityAcc-mean()-X	-0.530434605
568	28	LAYING	tGravityAcc-mean()-X	-0.490334542
569	29	LAYING	tGravityAcc-mean()-X	-0.346789843
570	30	LAYING	tGravityAcc-mean()-X	-0.344737755
571	1	SITTING	tGravityAcc-mean()-X	0.831509933
572	2	SITTING	tGravityAcc-mean()-X	0.940477273
573	3	SITTING	tGravityAcc-mean()-X	0.901098985
574	4	SITTING	tGravityAcc-mean()-X	0.869303006
575	5	SITTING	tGravityAcc-mean()-X	0.880731444
576	6	SITTING	tGravityAcc-mean()-X	0.933692935
577	7	SITTING	tGravityAcc-mean()-X	0.969147824
578	8	SITTING	tGravityAcc-mean()-X	0.832453878
579	9	SITTING	tGravityAcc-mean()-X	0.916324511
580	10	SITTING	tGravityAcc-mean()-X	0.791887198
581	11	SITTING	tGravityAcc-mean()-X	0.871963798
582	12	SITTING	tGravityAcc-mean()-X	0.926228975
583	13	SITTING	tGravityAcc-mean()-X	0.925576512
584	14	SITTING	tGravityAcc-mean()-X	0.93903876
585	15	SITTING	tGravityAcc-mean()-X	0.890364262
586	16	SITTING	tGravityAcc-mean()-X	0.942457378
587	17	SITTING	tGravityAcc-mean()-X	0.944883748
588	18	SITTING	tGravityAcc-mean()-X	0.909816469
589	19	SITTING	tGravityAcc-mean()-X	0.581371509
590	20	SITTING	tGravityAcc-mean()-X	0.924454522
591	21	SITTING	tGravityAcc-mean()-X	0.940031368
592	22	SITTING	tGravityAcc-mean()-X	0.839305929
593	23	SITTING	tGravityAcc-mean()-X	0.936509243
594	24	SITTING	tGravityAcc-mean()-X	0.919637604
595	25	SITTING	tGravityAcc-mean()-X	0.865686078
596	26	SITTING	tGravityAcc-mean()-X	0.782955612
597	27	SITTING	tGravityAcc-mean()-X	0.839464714
598	28	SITTING	tGravityAcc-mean()-X	0.907331309
599	29	SITTING	tGravityAcc-mean()-X	0.891563755
600	30	SITTING	tGravityAcc-mean()-X	0.825473837
601	1	STANDING	tGravityAcc-mean()-X	0.942952
602	2	STANDING	tGravityAcc-mean()-X	0.896928567
603	3	STANDING	tGravityAcc-mean()-X	0.935030779
604	4	STANDING	tGravityAcc-mean()-X	0.956197791
605	5	STANDING	tGravityAcc-mean()-X	0.960188699
606	6	STANDING	tGravityAcc-mean()-X	0.945139004
607	7	STANDING	tGravityAcc-mean()-X	0.958728688
608	8	STANDING	tGravityAcc-mean()-X	0.957669921
609	9	STANDING	tGravityAcc-mean()-X	0.961323502
610	10	STANDING	tGravityAcc-mean()-X	0.954008785
611	11	STANDING	tGravityAcc-mean()-X	0.956464536
612	12	STANDING	tGravityAcc-mean()-X	0.957317822
613	13	STANDING	tGravityAcc-mean()-X	0.942695297
614	14	STANDING	tGravityAcc-mean()-X	0.875319569
615	15	STANDING	tGravityAcc-mean()-X	0.9655289
616	16	STANDING	tGravityAcc-mean()-X	0.941587749
617	17	STANDING	tGravityAcc-mean()-X	0.904678547
618	18	STANDING	tGravityAcc-mean()-X	0.94757324
619	19	STANDING	tGravityAcc-mean()-X	0.944045838
620	20	STANDING	tGravityAcc-mean()-X	0.911231752
621	21	STANDING	tGravityAcc-mean()-X	0.881213342
622	22	STANDING	tGravityAcc-mean()-X	0.954064298
623	23	STANDING	tGravityAcc-mean()-X	0.919857126
624	24	STANDING	tGravityAcc-mean()-X	0.96644228
625	25	STANDING	tGravityAcc-mean()-X	0.929794733
626	26	STANDING	tGravityAcc-mean()-X	0.965460892
627	27	STANDING	tGravityAcc-mean()-X	0.965351492
628	28	STANDING	tGravityAcc-mean()-X	0.948514848
629	29	STANDING	tGravityAcc-mean()-X	0.974508732
630	30	STANDING	tGravityAcc-mean()-X	0.968556705
631	1	WALKING	tGravityAcc-mean()-X	0.935223201
632	2	WALKING	tGravityAcc-mean()-X	0.913017333
633	3	WALKING	tGravityAcc-mean()-X	0.936506743
634	4	WALKING	tGravityAcc-mean()-X	0.963999697
635	5	WALKING	tGravityAcc-mean()-X	0.97262496
636	6	WALKING	tGravityAcc-mean()-X	0.958067455
637	7	WALKING	tGravityAcc-mean()-X	0.932566472
638	8	WALKING	tGravityAcc-mean()-X	0.913586348
639	9	WALKING	tGravityAcc-mean()-X	0.95186708
640	10	WALKING	tGravityAcc-mean()-X	0.96309215
641	11	WALKING	tGravityAcc-mean()-X	0.946468451
642	12	WALKING	tGravityAcc-mean()-X	0.966873515
643	13	WALKING	tGravityAcc-mean()-X	0.910855709
644	14	WALKING	tGravityAcc-mean()-X	0.802973962
645	15	WALKING	tGravityAcc-mean()-X	0.951524391
646	16	WALKING	tGravityAcc-mean()-X	0.925981326
647	17	WALKING	tGravityAcc-mean()-X	0.928112369
648	18	WALKING	tGravityAcc-mean()-X	0.923865249
649	19	WALKING	tGravityAcc-mean()-X	0.935222559
650	20	WALKING	tGravityAcc-mean()-X	0.899965206
651	21	WALKING	tGravityAcc-mean()-X	0.862524801
652	22	WALKING	tGravityAcc-mean()-X	0.93609641
653	23	WALKING	tGravityAcc-mean()-X	0.939809689
654	24	WALKING	tGravityAcc-mean()-X	0.959701081
655	25	WALKING	tGravityAcc-mean()-X	0.937483114
656	26	WALKING	tGravityAcc-mean()-X	0.960647755
657	27	WALKING	tGravityAcc-mean()-X	0.944759287
658	28	WALKING	tGravityAcc-mean()-X	0.942930276
659	29	WALKING	tGravityAcc-mean()-X	0.962374385
660	30	WALKING	tGravityAcc-mean()-X	0.965217551
661	1	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.931874419
662	2	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.861831346
663	3	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.939057788
664	4	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.947731859
665	5	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.956649353
666	6	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.928531455
667	7	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.930623633
668	8	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.914023498
669	9	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.938417773
670	10	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.939807421
671	11	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.941746407
672	12	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.949861981
673	13	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.94187562
674	14	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.81629643
675	15	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.9323022
676	16	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.917818427
677	17	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.928817578
678	18	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.932277478
679	19	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.881940855
680	20	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.91972663
681	21	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.872683206
682	22	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.921820642
683	23	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.923711401
684	24	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.950883417
685	25	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.929627532
686	26	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.946797272
687	27	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.931380179
688	28	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.92929168
689	29	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.948486215
690	30	WALKING_DOWNSTAIRS	tGravityAcc-mean()-X	0.958000491
691	1	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.893351098
692	2	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.790717419
693	3	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.883533436
694	4	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.946264314
695	5	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.936821835
696	6	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.913632242
697	7	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.81874656
698	8	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.860368719
699	9	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.902647778
700	10	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.931861027
701	11	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.892626156
702	12	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.938371473
703	13	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.847634313
704	14	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.688256122
705	15	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.918544812
706	16	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.826874283
707	17	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.853530566
708	18	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.883330258
709	19	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.829428373
710	20	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.777095717
711	21	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.781177211
712	22	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.889454383
713	23	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.84343881
714	24	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.906369501
715	25	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.92769324
716	26	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.942095257
717	27	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.868000279
718	28	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.854508232
719	29	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.929258954
720	30	WALKING_UPSTAIRS	tGravityAcc-mean()-X	0.93182983
721	1	LAYING	tGravityAcc-mean()-Y	0.705549773
722	2	LAYING	tGravityAcc-mean()-Y	0.752536639
723	3	LAYING	tGravityAcc-mean()-Y	0.8370321
724	4	LAYING	tGravityAcc-mean()-Y	0.915165104
725	5	LAYING	tGravityAcc-mean()-Y	0.954890346
726	6	LAYING	tGravityAcc-mean()-Y	0.956593814
727	7	LAYING	tGravityAcc-mean()-Y	0.393444278
728	8	LAYING	tGravityAcc-mean()-Y	0.589922435
729	9	LAYING	tGravityAcc-mean()-Y	-0.119154196
730	10	LAYING	tGravityAcc-mean()-Y	-0.139297681
731	11	LAYING	tGravityAcc-mean()-Y	0.943017941
732	12	LAYING	tGravityAcc-mean()-Y	0.803378835
733	13	LAYING	tGravityAcc-mean()-Y	0.656400944
734	14	LAYING	tGravityAcc-mean()-Y	0.485396927
735	15	LAYING	tGravityAcc-mean()-Y	0.899242553
736	16	LAYING	tGravityAcc-mean()-Y	-0.019927023
737	17	LAYING	tGravityAcc-mean()-Y	0.658792072
738	18	LAYING	tGravityAcc-mean()-Y	0.719755404
739	19	LAYING	tGravityAcc-mean()-Y	0.725646623
740	20	LAYING	tGravityAcc-mean()-Y	0.864882957
741	21	LAYING	tGravityAcc-mean()-Y	0.599992678
742	22	LAYING	tGravityAcc-mean()-Y	0.632484076
743	23	LAYING	tGravityAcc-mean()-Y	0.438434067
744	24	LAYING	tGravityAcc-mean()-Y	0.738430699
745	25	LAYING	tGravityAcc-mean()-Y	0.62065892
746	26	LAYING	tGravityAcc-mean()-Y	0.803015012
747	27	LAYING	tGravityAcc-mean()-Y	0.567879494
748	28	LAYING	tGravityAcc-mean()-Y	0.144073275
749	29	LAYING	tGravityAcc-mean()-Y	0.807535373
750	30	LAYING	tGravityAcc-mean()-Y	0.732661248
751	1	SITTING	tGravityAcc-mean()-Y	0.204411593
752	2	SITTING	tGravityAcc-mean()-Y	-0.105630024
753	3	SITTING	tGravityAcc-mean()-Y	0.127303379
754	4	SITTING	tGravityAcc-mean()-Y	0.21162254
755	5	SITTING	tGravityAcc-mean()-Y	0.168445524
756	6	SITTING	tGravityAcc-mean()-Y	0.068262866
757	7	SITTING	tGravityAcc-mean()-Y	0.006088466
758	8	SITTING	tGravityAcc-mean()-Y	0.240095117
759	9	SITTING	tGravityAcc-mean()-Y	-0.041425823
760	10	SITTING	tGravityAcc-mean()-Y	-0.041260775
761	11	SITTING	tGravityAcc-mean()-Y	0.213716306
762	12	SITTING	tGravityAcc-mean()-Y	0.083050901
763	13	SITTING	tGravityAcc-mean()-Y	0.101769752
764	14	SITTING	tGravityAcc-mean()-Y	-0.036453396
765	15	SITTING	tGravityAcc-mean()-Y	0.210849305
766	16	SITTING	tGravityAcc-mean()-Y	-0.086588254
767	17	SITTING	tGravityAcc-mean()-Y	-0.002814673
768	18	SITTING	tGravityAcc-mean()-Y	0.129886476
769	19	SITTING	tGravityAcc-mean()-Y	0.360343535
770	20	SITTING	tGravityAcc-mean()-Y	0.073338541
771	21	SITTING	tGravityAcc-mean()-Y	0.021520671
772	22	SITTING	tGravityAcc-mean()-Y	0.208553884
773	23	SITTING	tGravityAcc-mean()-Y	0.121751063
774	24	SITTING	tGravityAcc-mean()-Y	0.182254652
775	25	SITTING	tGravityAcc-mean()-Y	0.208287142
776	26	SITTING	tGravityAcc-mean()-Y	0.223105562
777	27	SITTING	tGravityAcc-mean()-Y	0.212947021
778	28	SITTING	tGravityAcc-mean()-Y	-0.112596728
779	29	SITTING	tGravityAcc-mean()-Y	0.155659457
780	30	SITTING	tGravityAcc-mean()-Y	0.114588393
781	1	STANDING	tGravityAcc-mean()-Y	-0.272983832
782	2	STANDING	tGravityAcc-mean()-Y	-0.370062697
783	3	STANDING	tGravityAcc-mean()-Y	-0.30173513
784	4	STANDING	tGravityAcc-mean()-Y	-0.075900906
785	5	STANDING	tGravityAcc-mean()-Y	-0.038710127
786	6	STANDING	tGravityAcc-mean()-Y	-0.230251036
787	7	STANDING	tGravityAcc-mean()-Y	-0.117607049
788	8	STANDING	tGravityAcc-mean()-Y	-0.090460349
789	9	STANDING	tGravityAcc-mean()-Y	-0.010383816
790	10	STANDING	tGravityAcc-mean()-Y	-0.043159783
791	11	STANDING	tGravityAcc-mean()-Y	-0.173082705
792	12	STANDING	tGravityAcc-mean()-Y	-0.218865356
793	13	STANDING	tGravityAcc-mean()-Y	-0.239943146
794	14	STANDING	tGravityAcc-mean()-Y	-0.226692231
795	15	STANDING	tGravityAcc-mean()-Y	-0.164713175
796	16	STANDING	tGravityAcc-mean()-Y	-0.057886705
797	17	STANDING	tGravityAcc-mean()-Y	-0.257486818
798	18	STANDING	tGravityAcc-mean()-Y	-0.204206321
799	19	STANDING	tGravityAcc-mean()-Y	-0.223897808
800	20	STANDING	tGravityAcc-mean()-Y	-0.305938717
801	21	STANDING	tGravityAcc-mean()-Y	-0.346155559
802	22	STANDING	tGravityAcc-mean()-Y	-0.226418774
803	23	STANDING	tGravityAcc-mean()-Y	-0.11740136
804	24	STANDING	tGravityAcc-mean()-Y	-0.145201301
805	25	STANDING	tGravityAcc-mean()-Y	-0.159316786
806	26	STANDING	tGravityAcc-mean()-Y	-0.140315422
807	27	STANDING	tGravityAcc-mean()-Y	-0.188504847
808	28	STANDING	tGravityAcc-mean()-Y	-0.247656167
809	29	STANDING	tGravityAcc-mean()-Y	-0.058487154
810	30	STANDING	tGravityAcc-mean()-Y	-0.100296804
811	1	WALKING	tGravityAcc-mean()-Y	-0.282165021
812	2	WALKING	tGravityAcc-mean()-Y	-0.34660709
813	3	WALKING	tGravityAcc-mean()-Y	-0.261986358
814	4	WALKING	tGravityAcc-mean()-Y	-0.085854027
815	5	WALKING	tGravityAcc-mean()-Y	-0.100440285
816	6	WALKING	tGravityAcc-mean()-Y	-0.214694852
817	7	WALKING	tGravityAcc-mean()-Y	-0.159097004
818	8	WALKING	tGravityAcc-mean()-Y	-0.217102195
819	9	WALKING	tGravityAcc-mean()-Y	-0.031434174
820	10	WALKING	tGravityAcc-mean()-Y	-0.083827701
821	11	WALKING	tGravityAcc-mean()-Y	-0.21204587
822	12	WALKING	tGravityAcc-mean()-Y	-0.15598345
823	13	WALKING	tGravityAcc-mean()-Y	-0.283658581
824	14	WALKING	tGravityAcc-mean()-Y	-0.270314823
825	15	WALKING	tGravityAcc-mean()-Y	-0.233918283
826	16	WALKING	tGravityAcc-mean()-Y	-0.066824647
827	17	WALKING	tGravityAcc-mean()-Y	-0.179927383
828	18	WALKING	tGravityAcc-mean()-Y	-0.254317086
829	19	WALKING	tGravityAcc-mean()-Y	-0.2233381
830	20	WALKING	tGravityAcc-mean()-Y	-0.344443913
831	21	WALKING	tGravityAcc-mean()-Y	-0.370984549
832	22	WALKING	tGravityAcc-mean()-Y	-0.259644937
833	23	WALKING	tGravityAcc-mean()-Y	-0.16176137
834	24	WALKING	tGravityAcc-mean()-Y	-0.115116242
835	25	WALKING	tGravityAcc-mean()-Y	-0.127315871
836	26	WALKING	tGravityAcc-mean()-Y	-0.133922185
837	27	WALKING	tGravityAcc-mean()-Y	-0.187497035
838	28	WALKING	tGravityAcc-mean()-Y	-0.229316151
839	29	WALKING	tGravityAcc-mean()-Y	-0.127318079
840	30	WALKING	tGravityAcc-mean()-Y	-0.157673824
841	1	WALKING_DOWNSTAIRS	tGravityAcc-mean()-Y	-0.266610339
842	2	WALKING_DOWNSTAIRS	tGravityAcc-mean()-Y	-0.325780101
843	3	WALKING_DOWNSTAIRS	tGravityAcc-mean()-Y	-0.228829214
844	4	WALKING_DOWNSTAIRS	tGravityAcc-mean()-Y	-0.062085277
845	5	WALKING_DOWNSTAIRS	tGravityAcc-mean()-Y	-0.060757832
